RO_NO   BPR_TPN     BOOK_STOCK_QTY
  5014.    4468287.           0.00
  5014.    4468295.           8.00
  5014.    4468317.          12.00
  5014.    4468325.           5.00
  5014.    4468333.           0.00
  5014.    4468546.          27.00
  5014.    4468554.           0.00
  5014.    4469194.           0.00
  5014.    4469488.          13.00
  5014.    4471601.           9.00
  5014.    4471644.          12.00
  5014.    4471687.           0.00
  5014.    4471725.           0.00
  5014.    4471733.           5.00
  5014.    4471776.           4.00
  5014.    4471784.           5.00
  5014.    4471792.           6.00
  5014.    4471806.          10.00
  5014.    4471849.          29.00
  5014.    4471873.           4.00
  5014.    4471881.          12.00
  5014.    4472071.           4.00
  5014.    4472098.           2.00
  5014.    4472128.           0.00
  5014.    4472357.          15.00
  5014.    4472365.           0.00
  5014.    4472438.           7.00
  5014.    4472489.          32.00
  5014.    4472500.           0.00
  5014.    4472667.           5.00
  5014.    4472675.           3.00
  5014.    4472683.           0.00
  5014.    4472713.           0.00
  5014.    4472721.           0.00
  5014.    4472748.           0.00
  5014.    4472764.           0.00
  5014.    4473000.         182.00
  5014.    4473248.         116.00
  5014.    4473345.          56.00
  5014.    4473728.          57.00
  5014.    4473736.         112.00
  5014.    4474260.          13.00
  5014.    4474597.          35.00
  5014.    4475097.           0.00
  5014.    4475100.           0.00
  5014.    4475240.           2.00
  5014.    4475313.          86.00
  5014.    4475321.           4.00
  5014.    4475348.           6.00
  5014.    4475356.           6.00
  5014.    4475526.           4.00
  5014.    4475712.           4.00
  5014.    4475860.          18.00
  5014.    4475933.           9.00
  5014.    4475941.          21.00
  5014.    4479599.          99.00
  5014.    4479718.         142.00
  5014.    4479750.          34.00
  5014.    4480171.           0.00
  5014.    4480406.           0.00
  5014.    4481798.           0.00
  5014.    4482468.           0.00
  5014.    4482484.           0.00
  5014.    4482492.           0.00
  5014.    4482506.           0.00
  5014.    4482514.           0.00
  5014.    4482522.           0.00
  5014.    4482603.         120.00
  5014.    4482638.          30.00
  5014.    4482921.           7.00
  5014.    4483022.          17.00
  5014.    4483057.          22.00
  5014.    4483146.           4.00
  5014.    4483855.           3.00
  5014.    4483863.          13.00
  5014.    4484150.          11.00
  5014.    4485467.           1.00
  5014.    4485483.           0.00
  5014.    4485564.           3.00
  5014.    4485572.           0.00
  5014.    4485580.           0.00
  5014.    4485599.           0.00
  5014.    4486129.           0.00
  5014.    4486269.          33.00
  5014.    4486277.           0.00
  5014.    4486315.          13.00
  5014.    4486323.          13.00
  5014.    4486455.           0.00
  5014.    4487095.           0.00
  5014.    4487176.           0.00
  5014.    4487583.          16.00
  5014.    4487613.          14.00
  5014.    4487664.           0.00
  5014.    4487672.           0.00
  5014.    4488075.           0.00
  5014.    4488105.           9.00
  5014.    4488148.           5.00
  5014.    4488156.           7.00
  5014.    4488164.           9.00
  5014.    4488199.           8.00
  5014.    4488288.          15.00
  5014.    4488334.          10.00

  1095 record(s) selected.


